"","year","month","day","dep_time","dep_delay","arr_time","arr_delay","carrier","tailnum","flight","origin","dest","air_time","distance","hour","minute"
"7349",2013,1,9,1143,-1,1425,-20,"UA","N14228",1707,"EWR","TPA",149,997,11,43
"7350",2013,1,9,1144,-1,1413,3,"DL","N306DQ",401,"EWR","ATL",125,746,11,44
"7351",2013,1,9,1144,-1,1430,-23,"DL","N316US",1174,"LGA","PBI",144,1035,11,44
"7352",2013,1,9,1146,21,1326,21,"AA","N3CVAA",327,"LGA","ORD",140,733,11,46
"7353",2013,1,9,1147,18,1446,8,"B6","N537JB",133,"JFK","RSW",164,1074,11,47
"7354",2013,1,9,1148,-7,1251,-13,"9E","N931XJ",3483,"JFK","BOS",41,187,11,48
"7355",2013,1,9,1148,-2,1355,10,"MQ","N526MQ",4646,"LGA","MSP",169,1020,11,48
"7356",2013,1,9,1151,-9,1305,-10,"MQ","N840MQ",4425,"JFK","DCA",59,213,11,51
"7357",2013,1,9,1151,-9,1316,-14,"MQ","N542MQ",4601,"LGA","BNA",123,764,11,51
"7358",2013,1,9,1152,-8,1420,-10,"MQ","N507MQ",4658,"LGA","ATL",122,762,11,52
"7359",2013,1,9,1153,-7,1414,-18,"EV","N12922",4090,"EWR","JAX",125,820,11,53
"7360",2013,1,9,1153,-7,1550,21,"DL","N722TW",863,"JFK","LAX",374,2475,11,53
"7361",2013,1,9,1153,-7,1252,-13,"US","N958UW",2126,"LGA","BOS",40,184,11,53
"7362",2013,1,9,1154,-6,1304,-5,"US","N762US",2173,"LGA","DCA",49,214,11,54
"7363",2013,1,9,1155,59,1250,42,"UA","N37293",1705,"EWR","BOS",41,200,11,55
"7364",2013,1,9,1156,-4,1432,-6,"DL","N669DN",1947,"LGA","ATL",124,762,11,56
"7365",2013,1,9,1156,-4,1302,-13,"EV","N11194",4349,"EWR","ORF",49,284,11,56
"7366",2013,1,9,1156,-4,1257,-14,"EV","N13979",4264,"EWR","BTV",45,266,11,56
"7367",2013,1,9,1156,-9,1337,-8,"MQ","N725MQ",4431,"LGA","RDU",72,431,11,56
"7368",2013,1,9,1156,-4,1346,-14,"US","N751UW",1443,"JFK","CLT",91,541,11,56
"7369",2013,1,9,1159,-1,1510,11,"UA","N16703",1461,"EWR","IAH",228,1400,11,59
"7370",2013,1,9,1200,5,1504,5,"B6","N334JB",625,"JFK","HOU",225,1428,12,0
"7371",2013,1,9,1205,0,1510,-10,"AA","N576AA",743,"LGA","DFW",217,1389,12,5
"7372",2013,1,9,1205,-5,1300,-10,"WN","N708SW",477,"EWR","BWI",40,169,12,5
"7373",2013,1,9,1205,-7,1519,-32,"UA","N39423",1227,"EWR","PHX",300,2133,12,5
"7374",2013,1,9,1206,1,1336,11,"WN","N750SA",644,"EWR","MDW",131,711,12,6
"7375",2013,1,9,1207,-8,1310,-18,"EV","N12552",4087,"EWR","PWM",47,284,12,7
"7376",2013,1,9,1207,7,1451,-19,"AA","N332AA",3,"JFK","LAX",326,2475,12,7
"7377",2013,1,9,1211,-10,1405,-13,"EV","N19554",4640,"EWR","DAY",100,533,12,11
"7378",2013,1,9,1212,-8,1343,-7,"MQ","N508MQ",3697,"EWR","ORD",123,719,12,12
"7379",2013,1,9,1213,-5,1400,-15,"EV","N11187",4641,"EWR","CLT",87,529,12,13
"7380",2013,1,9,1215,-5,1330,-13,"B6","N193JB",66,"JFK","BUF",62,301,12,15
"7381",2013,1,9,1223,-7,1450,-9,"EV","N13995",3826,"EWR","ATL",126,746,12,23
"7382",2013,1,9,1227,-3,1350,-15,"WN","N716SW",283,"LGA","MKE",132,738,12,27
"7383",2013,1,9,1229,-6,1521,-14,"UA","N14237",1000,"EWR","MIA",159,1085,12,29
"7384",2013,1,9,1230,-5,1408,-7,"MQ","N818MQ",4404,"JFK","RDU",73,427,12,30
"7385",2013,1,9,1232,-8,1438,-7,"DL","N318NB",1131,"LGA","DTW",100,502,12,32
"7386",2013,1,9,1233,-12,1339,-11,"AA","N3ELAA",1850,"JFK","BOS",38,187,12,33
"7387",2013,1,9,1234,-11,1531,-29,"AA","N3FMAA",2253,"LGA","MIA",156,1096,12,34
"7388",2013,1,9,1235,-10,1344,-22,"EV","N16112",3263,"EWR","RIC",56,277,12,35
"7389",2013,1,9,1244,-6,1432,-17,"EV","N391CA",4893,"EWR","DTW",92,488,12,44
"7390",2013,1,9,1245,-5,1519,-31,"DL","N358NW",1685,"LGA","MCO",133,950,12,45
"7391",2013,1,9,1245,5,1602,22,"AA","N515AA",1853,"EWR","DFW",222,1372,12,45
"7392",2013,1,9,1245,-5,1342,-13,"B6","N249JB",1006,"JFK","BOS",41,187,12,45
"7393",2013,1,9,1250,0,1520,0,"WN","N439WN",390,"LGA","DEN",257,1620,12,50
"7394",2013,1,9,1250,-5,1548,-17,"UA","N24702",1612,"EWR","DFW",218,1372,12,50
"7395",2013,1,9,1252,-8,1423,-17,"AA","N540AA",329,"LGA","ORD",135,733,12,52
"7396",2013,1,9,1252,-1,1539,-16,"UA","N37263",1641,"EWR","MCO",145,937,12,52
"7397",2013,1,9,1253,-8,1356,-8,"EV","N13133",4129,"EWR","DCA",43,199,12,53
"7398",2013,1,9,1253,-7,1346,-20,"9E","N8964E",3638,"JFK","PHL",25,94,12,53
"7399",2013,1,9,1253,-6,1449,-7,"US","N181UW",1459,"LGA","CLT",90,544,12,53
"7400",2013,1,9,1253,-7,1348,-18,"US","N965UW",2128,"LGA","BOS",39,184,12,53
"7401",2013,1,9,1254,-5,1548,-8,"B6","N329JB",991,"JFK","PBI",155,1028,12,54
"7402",2013,1,9,1254,-6,1542,5,"DL","N675DL",781,"LGA","ATL",126,762,12,54
"7403",2013,1,9,1254,-6,1447,-3,"MQ","N711MQ",4426,"LGA","CMH",86,479,12,54
"7404",2013,1,9,1255,-5,1456,-10,"9E","N8914A",3762,"EWR","CVG",105,569,12,55
"7405",2013,1,9,1255,-5,1417,10,"US","N711UW",2175,"LGA","DCA",53,214,12,55
"7406",2013,1,9,1256,16,1559,4,"AA","N5CDAA",2041,"JFK","MIA",160,1089,12,56
"7407",2013,1,9,1257,-2,1431,-5,"UA","N26123",1249,"EWR","ORD",132,719,12,57
"7408",2013,1,9,1301,1,1651,41,"WN","N748SW",2239,"EWR","HOU",264,1411,13,1
"7409",2013,1,9,1303,-12,1507,-13,"MQ","N719MQ",4564,"LGA","DTW",95,502,13,3
"7410",2013,1,9,1303,-7,1357,-22,"UA","N804UA",717,"EWR","BOS",39,200,13,3
"7411",2013,1,9,1305,20,1615,25,"AA","N3JEAA",745,"LGA","DFW",221,1389,13,5
"7412",2013,1,9,1307,-1,1535,-7,"FL","N949AT",348,"LGA","ATL",122,762,13,7
"7413",2013,1,9,1311,-4,1358,-13,"EV","N14972",4368,"EWR","BDL",25,116,13,11
"7414",2013,1,9,1311,-4,1422,-9,"EV","N13949",4120,"EWR","BUF",55,282,13,11
"7415",2013,1,9,1311,-4,1458,-6,"US","N555AY",1895,"EWR","CLT",88,529,13,11
"7416",2013,1,9,1315,-14,1416,-15,"EV","N14991",4335,"EWR","BWI",37,169,13,15
"7417",2013,1,9,1316,-4,1512,4,"EV","N14125",4628,"EWR","STL",155,872,13,16
"7418",2013,1,9,1317,-8,1454,-11,"MQ","N739MQ",4475,"LGA","RDU",72,431,13,17
"7419",2013,1,9,1318,-2,1435,-1,"EV","N11565",4277,"EWR","IAD",47,212,13,18
"7420",2013,1,9,1318,-4,1627,3,"B6","N703JB",431,"LGA","SRQ",160,1047,13,18
"7421",2013,1,9,1319,-1,1649,16,"UA","N41140",1110,"EWR","LAX",354,2454,13,19
"7422",2013,1,9,1321,-9,1618,1,"B6","N339JB",525,"EWR","MCO",147,937,13,21
"7423",2013,1,9,1322,22,1610,4,"B6","N561JB",85,"JFK","FLL",151,1069,13,22
"7424",2013,1,9,1324,-5,1528,2,"EV","N17169",3840,"EWR","MEM",154,946,13,24
"7425",2013,1,9,1325,-5,1616,-24,"AA","N3CHAA",753,"LGA","DFW",212,1389,13,25
"7426",2013,1,9,1326,-4,1708,3,"WN","N238WN",1078,"EWR","PHX",310,2133,13,26
"7427",2013,1,9,1327,-3,1549,-16,"DL","N3760C",2043,"JFK","ATL",120,760,13,27
"7428",2013,1,9,1330,10,1656,6,"VX","N641VA",411,"JFK","LAX",359,2475,13,30
"7429",2013,1,9,1336,11,1828,18,"B6","N809JB",705,"JFK","SJU",191,1598,13,36
"7430",2013,1,9,1339,-6,1645,-20,"AA","N3ERAA",1073,"LGA","MIA",153,1096,13,39
"7431",2013,1,9,1340,-1,2019,44,"UA","N69063",15,"EWR","HNL",667,4963,13,40
"7432",2013,1,9,1341,-4,1701,-4,"AA","N338AA",117,"JFK","LAX",353,2475,13,41
"7433",2013,1,9,1342,-3,1636,-27,"UA","N45440",1164,"EWR","FLL",151,1065,13,42
"7434",2013,1,9,1343,-7,1600,-28,"DL","N327NB",1705,"LGA","MSY",178,1183,13,43
"7435",2013,1,9,1343,-2,1746,57,"UA","N37413",1207,"EWR","IAH",260,1400,13,43
"7436",2013,1,9,1344,-1,1630,-11,"B6","N594JB",1783,"JFK","MCO",138,944,13,44
"7437",2013,1,9,1346,-4,1534,-11,"MQ","N537MQ",4577,"LGA","CLT",87,544,13,46
"7438",2013,1,9,1347,-3,1609,-15,"B6","N306JB",615,"JFK","JAX",122,828,13,47
"7439",2013,1,9,1347,-3,1702,-13,"US","N604AW",186,"EWR","PHX",295,2133,13,47
"7440",2013,1,9,1348,-12,1556,-3,"EV","N18120",4370,"EWR","CHS",104,628,13,48
"7441",2013,1,9,1349,-11,1457,-13,"EV","N15555",4434,"EWR","MHT",35,209,13,49
"7442",2013,1,9,1350,-5,1646,-22,"DL","N331NW",2079,"LGA","FLL",158,1076,13,50
"7443",2013,1,9,1353,-6,1506,-11,"EV","N830AS",5712,"JFK","IAD",53,228,13,53
"7444",2013,1,9,1353,-6,1648,-8,"UA","N562UA",523,"EWR","PBI",153,1023,13,53
"7445",2013,1,9,1354,-6,1509,0,"US","N749US",2177,"LGA","DCA",47,214,13,54
"7446",2013,1,9,1355,-5,1627,-9,"DL","N665DN",2247,"LGA","ATL",114,762,13,55
"7447",2013,1,9,1355,-4,1541,8,"UA","N33714",1567,"EWR","CLE",78,404,13,55
"7448",2013,1,9,1355,-5,1451,-12,"US","N944UW",2130,"LGA","BOS",37,184,13,55
"7449",2013,1,9,1358,-1,1552,18,"UA","N78524",1734,"EWR","ORD",137,719,13,58
"7450",2013,1,9,1403,28,1655,22,"B6","N520JB",1161,"LGA","PBI",146,1035,14,3
"7451",2013,1,9,1403,8,1528,-2,"WN","N279WN",348,"LGA","MDW",129,725,14,3
"7452",2013,1,9,1403,-7,1542,-13,"MQ","N737MQ",4491,"LGA","CLE",82,419,14,3
"7453",2013,1,9,1404,-1,1705,0,"B6","N527JB",63,"JFK","TPA",149,1005,14,4
"7454",2013,1,9,1407,107,1737,124,"B6","N598JB",209,"JFK","LGB",344,2465,14,7
"7455",2013,1,9,1408,-8,1631,-19,"FL","N921AT",349,"LGA","ATL",121,762,14,8
"7456",2013,1,9,1409,-6,1623,-15,"DL","N316NB",935,"EWR","ATL",114,746,14,9
"7457",2013,1,9,1411,47,1708,44,"B6","N529JB",505,"EWR","FLL",151,1065,14,11
"7458",2013,1,9,1411,-9,1608,-12,"MQ","N3AEMQ",4588,"LGA","MSP",164,1020,14,11
"7459",2013,1,9,1413,-2,1514,-12,"B6","N292JB",1010,"JFK","BOS",39,187,14,13
"7460",2013,1,9,1414,-6,1544,-6,"MQ","N531MQ",3728,"EWR","ORD",132,719,14,14
"7461",2013,1,9,1418,-7,1627,-3,"EV","N752EV",5164,"EWR","MSP",174,1008,14,18
"7462",2013,1,9,1418,33,1803,67,"B6","N709JB",83,"JFK","SEA",378,2422,14,18
"7463",2013,1,9,1420,0,1705,-8,"UA","N17128",1618,"EWR","TPA",147,997,14,20
"7464",2013,1,9,1423,-6,1628,-14,"DL","N995DL",1819,"LGA","MSP",162,1020,14,23
"7465",2013,1,9,1423,-7,1727,-8,"AA","N201AA",883,"EWR","DFW",215,1372,14,23
"7466",2013,1,9,1423,-6,1801,7,"UA","N557UA",257,"JFK","SFO",375,2586,14,23
"7467",2013,1,9,1424,-6,1836,21,"DL","N704X",2126,"JFK","SFO",409,2586,14,24
"7468",2013,1,9,1427,-3,1634,-3,"EV","N15574",4687,"EWR","CVG",110,569,14,27
"7469",2013,1,9,1428,38,1630,72,"EV","N13955",4171,"EWR","MSN",158,799,14,28
"7470",2013,1,9,1429,-7,1528,-15,"EV","N27190",4372,"EWR","DCA",42,199,14,29
"7471",2013,1,9,1431,-4,1700,-1,"DL","N349NB",1344,"LGA","MCI",187,1107,14,31
"7472",2013,1,9,1432,-3,1719,-23,"DL","N317NB",1902,"LGA","PBI",158,1035,14,32
"7473",2013,1,9,1432,-3,1543,-16,"YV","N505MJ",3750,"LGA","IAD",48,229,14,32
"7474",2013,1,9,1435,5,1739,-3,"UA","N77431",1175,"EWR","RSW",170,1068,14,35
"7475",2013,1,9,1436,-4,1731,-15,"UA","N76508",1579,"EWR","MIA",161,1085,14,36
"7476",2013,1,9,1438,23,1724,0,"B6","N568JB",377,"LGA","FLL",150,1076,14,38
"7477",2013,1,9,1439,-5,1724,-21,"B6","N571JB",141,"JFK","PBI",146,1028,14,39
"7478",2013,1,9,1441,-4,1710,0,"MQ","N516MQ",4669,"LGA","ATL",128,762,14,41
"7479",2013,1,9,1441,-4,1552,-2,"UA","N825UA",368,"EWR","BOS",46,200,14,41
"7480",2013,1,9,1441,-4,1621,-26,"US","N162UW",1445,"LGA","CLT",83,544,14,41
"7481",2013,1,9,1442,-3,1635,1,"EV","N16919",4596,"EWR","STL",153,872,14,42
"7482",2013,1,9,1442,-5,1638,-16,"EV","N14916",4572,"EWR","GSP",98,594,14,42
"7483",2013,1,9,1444,-1,1727,-18,"B6","N779JB",153,"JFK","MCO",139,944,14,44
"7484",2013,1,9,1444,-8,1646,-9,"DL","N953DL",1231,"LGA","DTW",97,502,14,44
"7485",2013,1,9,1445,3,1730,32,"EV","N11150",4181,"EWR","MCI",198,1092,14,45
"7486",2013,1,9,1446,-9,1636,-9,"AA","N594AA",337,"LGA","ORD",141,733,14,46
"7487",2013,1,9,1446,-4,1624,-16,"MQ","N826MQ",4403,"JFK","RDU",75,427,14,46
"7488",2013,1,9,1446,0,1819,22,"UA","N446UA",439,"LGA","IAH",247,1416,14,46
"7489",2013,1,9,1447,-3,1650,5,"EV","N14902",4381,"EWR","DTW",102,488,14,47
"7490",2013,1,9,1447,-8,1629,-8,"9E","N921XJ",3318,"JFK","BUF",64,301,14,47
"7491",2013,1,9,1448,3,1557,-9,"9E","N932XJ",3452,"JFK","BOS",44,187,14,48
"7492",2013,1,9,1448,-7,1741,-24,"UA","N430UA",473,"EWR","FLL",152,1065,14,48
"7493",2013,1,9,1449,-1,1735,-20,"AA","N5FFAA",1813,"JFK","MCO",141,944,14,49
"7494",2013,1,9,1450,0,1644,-1,"MQ","N680MQ",4172,"JFK","CLE",88,425,14,50
"7495",2013,1,9,1451,-8,1604,-21,"B6","N294JB",12,"JFK","SYR",46,209,14,51
"7496",2013,1,9,1453,-3,1613,-11,"9E","N8416B",4357,"JFK","ORF",55,290,14,53
"7497",2013,1,9,1453,-7,1740,-2,"DL","N693DL",2347,"LGA","ATL",125,762,14,53
"7498",2013,1,9,1454,-6,1753,-32,"AA","N3CDAA",1925,"LGA","MIA",156,1096,14,54
"7499",2013,1,9,1454,-6,1600,-8,"US","N945UW",2132,"LGA","BOS",43,184,14,54
"7500",2013,1,9,1455,0,1756,-29,"AA","N5FSAA",1769,"JFK","MIA",156,1089,14,55
"7501",2013,1,9,1455,-5,1647,-6,"US","N563UW",720,"EWR","CLT",88,529,14,55
"7502",2013,1,9,1456,-3,1721,-16,"B6","N659JB",119,"JFK","MSY",174,1182,14,56
"7503",2013,1,9,1456,-4,1655,0,"MQ","N730MQ",4429,"LGA","CMH",92,479,14,56
"7504",2013,1,9,1456,5,1741,26,"UA","N76288",1107,"EWR","DEN",261,1605,14,56
"7505",2013,1,9,1458,-2,1835,-2,"DL","N718TW",963,"JFK","LAX",366,2475,14,58
"7506",2013,1,9,1500,-7,1701,-3,"EV","N12967",4326,"EWR","CLT",92,529,15,0
"7507",2013,1,9,1500,-4,1633,-7,"EV","N15980",4634,"EWR","RDU",69,416,15,0
"7508",2013,1,9,1500,-2,1611,-4,"EV","N14568",4571,"EWR","PWM",47,284,15,0
"7509",2013,1,9,1500,3,1907,44,"UA","N76529",1111,"EWR","SFO",406,2565,15,0
"7510",2013,1,9,1501,-4,1626,-11,"9E","N930XJ",3393,"JFK","DCA",52,213,15,1
"7511",2013,1,9,1501,-5,1817,-2,"UA","N14106",1600,"EWR","LAX",347,2454,15,1
"7512",2013,1,9,1501,-5,1633,-7,"UA","N807UA",708,"EWR","ORD",133,719,15,1
"7513",2013,1,9,1502,-8,1637,-18,"MQ","N734MQ",4447,"LGA","RDU",74,431,15,2
"7514",2013,1,9,1502,-8,1727,-18,"MQ","N635MQ",4309,"JFK","IND",122,665,15,2
"7515",2013,1,9,1503,4,1638,7,"B6","N595JB",8,"JFK","BUF",71,301,15,3
"7516",2013,1,9,1504,-6,1703,-7,"MQ","N503MQ",4579,"LGA","CLT",90,544,15,4
"7517",2013,1,9,1507,-3,1652,2,"WN","N788SA",323,"LGA","MKE",132,738,15,7
"7518",2013,1,9,1507,2,1746,12,"UA","N540UA",745,"LGA","DEN",238,1620,15,7
"7519",2013,1,9,1510,1,1739,-2,"EV","N16559",3817,"EWR","JAX",129,820,15,10
"7520",2013,1,9,1510,10,1618,-1,"US","N754UW",2179,"LGA","DCA",47,214,15,10
"7521",2013,1,9,1511,-9,1649,5,"EV","N13553",4581,"EWR","MKE",140,725,15,11
"7522",2013,1,9,1511,-4,1652,-8,"MQ","N623MQ",4333,"JFK","PIT",79,340,15,11
"7523",2013,1,9,1515,-5,1842,0,"DL","N376NW",2115,"LGA","MIA",167,1096,15,15
"7524",2013,1,9,1515,-2,1806,-10,"B6","N507JB",537,"EWR","TPA",143,997,15,15
"7525",2013,1,9,1520,-10,1653,-18,"9E","N831AY",3719,"LGA","RIC",61,292,15,20
"7526",2013,1,9,1521,-9,1720,-5,"AA","N476AA",2223,"LGA","STL",155,888,15,21
"7527",2013,1,9,1523,-6,1617,-28,"UA","N76514",1116,"EWR","BOS",38,200,15,23
"7528",2013,1,9,1524,-6,1638,-4,"EV","N12172",3267,"EWR","ORF",49,284,15,24
"7529",2013,1,9,1525,-5,1929,19,"AA","N348AA",85,"JFK","SFO",389,2586,15,25
"7530",2013,1,9,1526,1,1647,-8,"MQ","N500MQ",3823,"JFK","DCA",53,213,15,26
"7531",2013,1,9,1526,-4,1803,-2,"MQ","N722MQ",4525,"LGA","XNA",189,1147,15,26
"7532",2013,1,9,1527,-2,1824,-13,"UA","N76516",1624,"EWR","FLL",150,1065,15,27
"7533",2013,1,9,1527,-3,1718,-16,"US","N744P",1665,"LGA","CLT",92,544,15,27
"7534",2013,1,9,1528,-2,1823,-32,"AA","N3GBAA",1039,"JFK","FLL",158,1069,15,28
"7535",2013,1,9,1528,29,1816,19,"B6","N648JB",393,"LGA","MCO",137,950,15,28
"7536",2013,1,9,1529,-6,1740,-3,"EV","N16546",4352,"EWR","CVG",112,569,15,29
"7537",2013,1,9,1531,-4,1917,27,"AA","N3EVAA",763,"LGA","DFW",227,1389,15,31
"7538",2013,1,9,1532,2,1724,-1,"MQ","N660MQ",4146,"JFK","CMH",90,483,15,32
"7539",2013,1,9,1533,4,1702,0,"EV","N27962",3835,"EWR","BNA",128,748,15,33
"7540",2013,1,9,1534,-2,1751,10,"EV","N13979",4170,"EWR","GRR",118,605,15,34
"7541",2013,1,9,1535,-5,1658,-18,"9E","N829AY",4178,"JFK","ROC",55,264,15,35
"7542",2013,1,9,1536,26,1812,11,"UA","N546UA",315,"EWR","MCO",134,937,15,36
"7543",2013,1,9,1538,-7,1639,-24,"9E","N8907A",3635,"JFK","BWI",41,184,15,38
"7544",2013,1,9,1540,0,1838,-31,"DL","N344NW",2027,"JFK","FLL",154,1069,15,40
"7545",2013,1,9,1540,-5,1729,-15,"UA","N73251",1710,"LGA","CLE",81,419,15,40
"7546",2013,1,9,1541,1,1855,-5,"UA","N17139",161,"JFK","LAX",351,2475,15,41
"7547",2013,1,9,1542,-3,1822,7,"DL","N348NB",1942,"EWR","ATL",119,746,15,42
"7548",2013,1,9,1542,-8,1704,-6,"WN","N219WN",4215,"EWR","MDW",126,711,15,42
"7549",2013,1,9,1542,27,1917,72,"UA","N73152",1502,"EWR","IAH",240,1400,15,42
"7550",2013,1,9,1545,5,1736,-7,"9E","N904XJ",3523,"JFK","ORD",144,740,15,45
"7551",2013,1,9,1546,6,1816,32,"EV","N11192",4667,"EWR","MSP",190,1008,15,46
"7552",2013,1,9,1547,-8,1812,2,"EV","N21154",3820,"EWR","SDF",118,642,15,47
"7553",2013,1,9,1550,0,1819,-7,"9E","N901XJ",3427,"JFK","IND",116,665,15,50
"7554",2013,1,9,1550,-5,2039,-17,"B6","N632JB",703,"JFK","SJU",193,1598,15,50
"7555",2013,1,9,1552,2,2028,-22,"AA","N5DWAA",1635,"JFK","SJU",194,1598,15,52
"7556",2013,1,9,1552,4,1816,-14,"DL","N3764D",95,"JFK","ATL",119,760,15,52
"7557",2013,1,9,1552,-8,1817,-17,"FL","N985AT",620,"LGA","ATL",124,762,15,52
"7558",2013,1,9,1553,33,1714,20,"9E","N8905F",4105,"JFK","IAD",50,228,15,53
"7559",2013,1,9,1553,-7,1848,-15,"B6","N746JB",985,"LGA","TPA",152,1010,15,53
"7560",2013,1,9,1554,-1,1906,-1,"DL","N362NW",1695,"LGA","TPA",152,1010,15,54
"7561",2013,1,9,1554,-6,1938,13,"AA","N3BWAA",1467,"LGA","MIA",156,1096,15,54
"7562",2013,1,9,1554,-6,1836,-36,"DL","N3763D",4,"JFK","MCO",139,944,15,54
"7563",2013,1,9,1554,-8,1709,-13,"YV","N503MJ",3771,"LGA","IAD",53,229,15,54
"7564",2013,1,9,1554,54,1750,71,"UA","N558UA",685,"LGA","ORD",135,733,15,54
"7565",2013,1,9,1555,-5,1718,-14,"9E","N918XJ",3453,"JFK","BOS",48,187,15,55
"7566",2013,1,9,1555,-5,1830,-10,"DL","N680DA",847,"LGA","ATL",118,762,15,55
"7567",2013,1,9,1555,-10,1731,-19,"MQ","N723MQ",4415,"LGA","RDU",69,431,15,55
"7568",2013,1,9,1555,-5,1649,-23,"US","N958UW",2134,"LGA","BOS",37,184,15,55
"7569",2013,1,9,1556,1,1811,-6,"DL","N371NB",1771,"JFK","DTW",103,509,15,56
"7570",2013,1,9,1557,7,1855,35,"9E","N931XJ",3355,"JFK","MSP",185,1029,15,57
"7571",2013,1,9,1557,12,1853,-17,"AA","N320AA",133,"JFK","LAX",323,2475,15,57
"7572",2013,1,9,1558,-2,1825,-25,"DL","N388DA",1331,"JFK","DEN",228,1626,15,58
"7573",2013,1,9,1558,-2,1907,-8,"AA","N3GVAA",565,"JFK","DFW",218,1391,15,58
"7574",2013,1,9,1558,-2,1844,-26,"B6","N623JB",157,"JFK","MCO",135,944,15,58
"7575",2013,1,9,1559,-1,1822,2,"MQ","N900MQ",3985,"JFK","CVG",110,589,15,59
"7576",2013,1,9,1559,-1,1739,3,"UA","N827UA",252,"EWR","ORD",135,719,15,59
"7577",2013,1,9,1600,5,1751,2,"B6","N228JB",917,"JFK","ORD",143,740,16,0
"7578",2013,1,9,1601,-4,1931,-13,"DL","N923DL",1508,"JFK","RSW",174,1074,16,1
"7579",2013,1,9,1601,-4,1751,-3,"9E","N601LR",3459,"JFK","BNA",132,765,16,1
"7580",2013,1,9,1601,1,1928,-5,"DL","N928DL",161,"JFK","MIA",162,1089,16,1
"7581",2013,1,9,1603,13,1936,11,"DL","N382DA",1773,"JFK","SLC",303,1990,16,3
"7582",2013,1,9,1603,3,1911,-1,"UA","N36280",1200,"EWR","SAN",346,2425,16,3
"7583",2013,1,9,1604,-6,1757,-3,"AA","N483AA",341,"LGA","ORD",135,733,16,4
"7584",2013,1,9,1605,-5,1747,-9,"EV","N748EV",5486,"LGA","PIT",68,335,16,5
"7585",2013,1,9,1605,0,1932,7,"9E","N604LR",3325,"JFK","DFW",221,1391,16,5
"7586",2013,1,9,1605,20,1847,-3,"DL","N327NW",2377,"LGA","MCO",136,950,16,5
"7587",2013,1,9,1609,-6,1746,-29,"9E","N936XJ",3387,"JFK","RDU",70,427,16,9
"7588",2013,1,9,1609,-1,1721,-11,"9E","N801AY",3689,"JFK","PHL",32,94,16,9
"7589",2013,1,9,1609,-6,1842,-3,"WN","N495WN",161,"EWR","DEN",257,1605,16,9
"7590",2013,1,9,1609,-11,1739,-11,"MQ","N532MQ",4622,"LGA","BNA",126,764,16,9
"7591",2013,1,9,1610,0,1919,2,"DL","N3744F",91,"JFK","LAS",328,2248,16,10
"7592",2013,1,9,1613,-3,1808,-5,"EV","N11191",4092,"EWR","DAY",98,533,16,13
"7593",2013,1,9,1613,-12,1853,-2,"MQ","N501MQ",4661,"LGA","ATL",129,762,16,13
"7594",2013,1,9,1615,-4,1706,-17,"EV","N14153",4271,"EWR","ALB",33,143,16,15
"7595",2013,1,9,1615,-4,1727,1,"EV","N13133",4299,"EWR","DCA",51,199,16,15
"7596",2013,1,9,1616,-4,1858,-17,"UA","N76517",1132,"EWR","MCO",143,937,16,16
"7597",2013,1,9,1618,-2,1939,-24,"US","N541UW",35,"JFK","PHX",295,2153,16,18
"7598",2013,1,9,1619,-11,1946,21,"UA","N78060",1178,"EWR","IAH",240,1400,16,19
"7599",2013,1,9,1620,-10,1757,-10,"EV","N14972",4702,"EWR","GSO",78,445,16,20
"7600",2013,1,9,1622,-3,1929,-25,"B6","N768JB",675,"JFK","LAX",345,2475,16,22
"7601",2013,1,9,1622,-7,1954,-11,"UA","N37293",1078,"EWR","SAT",261,1569,16,22
"7602",2013,1,9,1623,-5,1728,-7,"EV","N15572",4588,"EWR","MHT",36,209,16,23
"7603",2013,1,9,1623,-7,2017,-3,"VX","N847VA",27,"JFK","SFO",389,2586,16,23
"7604",2013,1,9,1623,93,1936,88,"UA","N402UA",750,"EWR","AUS",235,1504,16,23
"7605",2013,1,9,1626,-3,1927,-4,"B6","N523JB",369,"LGA","PBI",148,1035,16,26
"7606",2013,1,9,1627,-8,1935,-26,"US","N673AW",656,"EWR","PHX",291,2133,16,27
"7607",2013,1,9,1628,-7,1727,-23,"B6","N324JB",1176,"EWR","BOS",42,200,16,28
"7608",2013,1,9,1629,-1,1825,-13,"DL","N365NW",2231,"LGA","DTW",100,502,16,29
"7609",2013,1,9,1630,-5,1837,-19,"EV","N48901",3805,"EWR","SAV",110,708,16,30
"7610",2013,1,9,1630,-5,1815,5,"MQ","N546MQ",3695,"EWR","ORD",131,719,16,30
"7611",2013,1,9,1631,-9,1936,-19,"AA","N584AA",773,"LGA","DFW",219,1389,16,31
"7612",2013,1,9,1631,-4,1827,-14,"B6","N193JB",1085,"JFK","CLT",90,541,16,31
"7613",2013,1,9,1631,-9,1838,-12,"MQ","N725MQ",4540,"LGA","DTW",105,502,16,31
"7614",2013,1,9,1631,-4,1810,-6,"UA","N38727",17,"EWR","CLE",80,404,16,31
"7615",2013,1,9,1633,-10,1843,-3,"EV","N11194",4411,"EWR","MEM",158,946,16,33
"7616",2013,1,9,1633,-2,2009,24,"WN","N466WN",891,"EWR","HOU",254,1411,16,33
"7617",2013,1,9,1633,33,1741,24,"US","N762US",2181,"LGA","DCA",46,214,16,33
"7618",2013,1,9,1634,-6,1810,-6,"EV","N11544",4485,"EWR","RDU",71,416,16,34
